# any empty lines and lines starting with '#' symbol is ignored
# The file should contain exactly two sections: router and link,
# each starting with the corresponding keyword

# router section defines topology nodes and their relative positions
# (e.g., to use in visualizer)

router
# each line in this section represents onerouter and should have the following data: 

# nodeId	city	yPos	xPos
C	NA	0	0
P1	NA	0	0
P10	NA	0	0
P2	NA	0	0
P3	NA	0	0
P4	NA	0	0
P5	NA	0	0
P6	NA	0	0
P7	NA	0	0
P8	NA	0	0
P9	NA	0	0
U1	NA	0	0
U10	NA	0	0
U100	NA	0	0
U101	NA	0	0
U102	NA	0	0
U103	NA	0	0
U104	NA	0	0
U105	NA	0	0
U106	NA	0	0
U107	NA	0	0
U108	NA	0	0
U109	NA	0	0
U11	NA	0	0
U110	NA	0	0
U111	NA	0	0
U112	NA	0	0
U113	NA	0	0
U114	NA	0	0
U115	NA	0	0
U116	NA	0	0
U117	NA	0	0
U118	NA	0	0
U119	NA	0	0
U12	NA	0	0
U120	NA	0	0
U121	NA	0	0
U122	NA	0	0
U123	NA	0	0
U124	NA	0	0
U125	NA	0	0
U126	NA	0	0
U127	NA	0	0
U128	NA	0	0
U129	NA	0	0
U13	NA	0	0
U130	NA	0	0
U131	NA	0	0
U132	NA	0	0
U133	NA	0	0
U134	NA	0	0
U135	NA	0	0
U136	NA	0	0
U137	NA	0	0
U138	NA	0	0
U139	NA	0	0
U14	NA	0	0
U140	NA	0	0
U141	NA	0	0
U142	NA	0	0
U143	NA	0	0
U144	NA	0	0
U145	NA	0	0
U146	NA	0	0
U147	NA	0	0
U148	NA	0	0
U149	NA	0	0
U15	NA	0	0
U150	NA	0	0
U151	NA	0	0
U152	NA	0	0
U153	NA	0	0
U154	NA	0	0
U155	NA	0	0
U156	NA	0	0
U157	NA	0	0
U158	NA	0	0
U159	NA	0	0
U16	NA	0	0
U160	NA	0	0
U161	NA	0	0
U162	NA	0	0
U163	NA	0	0
U164	NA	0	0
U165	NA	0	0
U166	NA	0	0
U167	NA	0	0
U168	NA	0	0
U169	NA	0	0
U17	NA	0	0
U170	NA	0	0
U171	NA	0	0
U172	NA	0	0
U173	NA	0	0
U174	NA	0	0
U175	NA	0	0
U176	NA	0	0
U177	NA	0	0
U178	NA	0	0
U179	NA	0	0
U18	NA	0	0
U180	NA	0	0
U181	NA	0	0
U182	NA	0	0
U183	NA	0	0
U184	NA	0	0
U185	NA	0	0
U186	NA	0	0
U187	NA	0	0
U188	NA	0	0
U189	NA	0	0
U19	NA	0	0
U190	NA	0	0
U191	NA	0	0
U192	NA	0	0
U193	NA	0	0
U194	NA	0	0
U195	NA	0	0
U196	NA	0	0
U197	NA	0	0
U198	NA	0	0
U199	NA	0	0
U2	NA	0	0
U20	NA	0	0
U200	NA	0	0
U201	NA	0	0
U202	NA	0	0
U203	NA	0	0
U204	NA	0	0
U205	NA	0	0
U206	NA	0	0
U207	NA	0	0
U208	NA	0	0
U209	NA	0	0
U21	NA	0	0
U210	NA	0	0
U211	NA	0	0
U212	NA	0	0
U213	NA	0	0
U214	NA	0	0
U215	NA	0	0
U216	NA	0	0
U217	NA	0	0
U218	NA	0	0
U219	NA	0	0
